Action,org:resource,concept:name,EventOrigin,EventID,lifecycle:transition,time:timestamp,case:LoanGoal,case:ApplicationType,case:concept:name,case:RequestedAmount,FirstWithdrawalAmount,NumberOfTerms,Accepted,MonthlyCost,Selected,CreditScore,OfferedAmount,OfferID
Deleted,User_116,W_Call incomplete files,Workflow,Workitem_1536190016,ate_abort,2016-01-15 08:40:24.930000+00:00,Remaining debt home,Limit raise,Application_1439119047,0.0,,,,,,,,
Created,User_116,W_Validate application,Workflow,Workitem_1885744913,schedule,2016-01-15 08:40:24.950000+00:00,Remaining debt home,Limit raise,Application_1439119047,0.0,,,,,,,,
Obtained,User_116,W_Validate application,Workflow,Workitem_1156965591,start,2016-01-15 08:40:24.955000+00:00,Remaining debt home,Limit raise,Application_1439119047,0.0,,,,,,,,
statechange,User_116,A_Validating,Application,ApplState_1406448286,complete,2016-01-15 08:40:25.052000+00:00,Remaining debt home,Limit raise,Application_1439119047,0.0,,,,,,,,
Released,User_116,W_Validate application,Workflow,Workitem_503996916,suspend,2016-01-15 08:41:35.001000+00:00,Remaining debt home,Limit raise,Application_1439119047,0.0,,,,,,,,
Obtained,User_87,W_Validate application,Workflow,Workitem_1550138711,resume,2016-01-15 12:28:27.495000+00:00,Remaining debt home,Limit raise,Application_1439119047,0.0,,,,,,,,
statechange,User_87,O_Accepted,Offer,OfferState_914410327,complete,2016-01-15 12:41:33.180000+00:00,Remaining debt home,Limit raise,Application_1439119047,0.0,,,,,,,,Offer_190374433
statechange,User_87,A_Pending,Application,ApplState_956340958,complete,2016-01-15 12:41:33.185000+00:00,Remaining debt home,Limit raise,Application_1439119047,0.0,,,,,,,,
Deleted,User_87,W_Validate application,Workflow,Workitem_1574325104,complete,2016-01-15 12:41:33.187000+00:00,Remaining debt home,Limit raise,Application_1439119047,0.0,,,,,,,,
Created,User_87,A_Create Application,Application,Application_807098596,complete,2016-01-06 10:24:33.423000+00:00,Unknown,New credit,Application_807098596,0.0,,,,,,,,
Created,User_87,W_Complete application,Workflow,Workitem_1304889078,schedule,2016-01-06 10:24:33.437000+00:00,Unknown,New credit,Application_807098596,0.0,,,,,,,,
Obtained,User_87,W_Complete application,Workflow,Workitem_1907803432,start,2016-01-06 10:24:33.441000+00:00,Unknown,New credit,Application_807098596,0.0,,,,,,,,
statechange,User_87,A_Concept,Application,ApplState_594265783,complete,2016-01-06 10:24:33.444000+00:00,Unknown,New credit,Application_807098596,0.0,,,,,,,,
statechange,User_87,A_Accepted,Application,ApplState_173757432,complete,2016-01-06 10:27:28.974000+00:00,Unknown,New credit,Application_807098596,0.0,,,,,,,,
Released,User_87,W_Complete application,Workflow,Workitem_1200961023,suspend,2016-01-06 10:40:16.416000+00:00,Unknown,New credit,Application_807098596,0.0,,,,,,,,
Obtained,User_71,W_Complete application,Workflow,Workitem_1822869657,resume,2016-01-08 12:33:18.974000+00:00,Unknown,New credit,Application_807098596,0.0,,,,,,,,
Released,User_71,W_Complete application,Workflow,Workitem_1137810271,suspend,2016-01-08 12:33:34.737000+00:00,Unknown,New credit,Application_807098596,0.0,,,,,,,,
Obtained,User_10,W_Complete application,Workflow,Workitem_842188341,resume,2016-01-08 13:59:12.520000+00:00,Unknown,New credit,Application_807098596,0.0,,,,,,,,
Released,User_10,W_Complete application,Workflow,Workitem_1843689517,suspend,2016-01-08 13:59:22.494000+00:00,Unknown,New credit,Application_807098596,0.0,,,,,,,,
Obtained,User_28,W_Complete application,Workflow,Workitem_1141601987,resume,2016-01-08 14:25:06.157000+00:00,Unknown,New credit,Application_807098596,0.0,,,,,,,,
Created,User_28,O_Create Offer,Offer,Offer_1049067535,complete,2016-01-08 14:33:34.719000+00:00,Unknown,New credit,Application_807098596,0.0,7747.0,100.0,False,127.01,True,0.0,10000.0,
statechange,User_28,O_Created,Offer,OfferState_730368064,complete,2016-01-08 14:33:35.907000+00:00,Unknown,New credit,Application_807098596,0.0,,,,,,,,Offer_1049067535
statechange,User_28,O_Sent (mail and online),Offer,OfferState_1972195188,complete,2016-01-08 14:33:53.421000+00:00,Unknown,New credit,Application_807098596,0.0,,,,,,,,Offer_1049067535
Deleted,User_28,W_Complete application,Workflow,Workitem_1454709034,complete,2016-01-08 14:33:53.444000+00:00,Unknown,New credit,Application_807098596,0.0,,,,,,,,
Created,User_28,W_Call after offers,Workflow,Workitem_1813045372,schedule,2016-01-08 14:33:53.452000+00:00,Unknown,New credit,Application_807098596,0.0,,,,,,,,
Obtained,User_28,W_Call after offers,Workflow,Workitem_1092180659,start,2016-01-08 14:33:53.454000+00:00,Unknown,New credit,Application_807098596,0.0,,,,,,,,
statechange,User_28,A_Complete,Application,ApplState_1989297113,complete,2016-01-08 14:33:53.456000+00:00,Unknown,New credit,Application_807098596,0.0,,,,,,,,
Released,User_28,W_Call after offers,Workflow,Workitem_1623024811,suspend,2016-01-08 14:42:40.361000+00:00,Unknown,New credit,Application_807098596,0.0,,,,,,,,
Obtained,User_9,W_Call after offers,Workflow,Workitem_361006036,resume,2016-01-12 08:45:23.910000+00:00,Unknown,New credit,Application_807098596,0.0,,,,,,,,
Released,User_9,W_Call after offers,Workflow,Workitem_1606668201,suspend,2016-01-12 08:45:53.876000+00:00,Unknown,New credit,Application_807098596,0.0,,,,,,,,
Obtained,User_3,W_Call after offers,Workflow,Workitem_1398585816,resume,2016-01-14 08:08:34.051000+00:00,Unknown,New credit,Application_807098596,0.0,,,,,,,,
Released,User_3,W_Call after offers,Workflow,Workitem_183230915,suspend,2016-01-14 08:09:47.076000+00:00,Unknown,New credit,Application_807098596,0.0,,,,,,,,
Deleted,User_113,W_Call after offers,Workflow,Workitem_1454154575,ate_abort,2016-01-14 09:17:05.206000+00:00,Unknown,New credit,Application_807098596,0.0,,,,,,,,
Created,User_113,W_Validate application,Workflow,Workitem_506967101,schedule,2016-01-14 09:17:05.214000+00:00,Unknown,New credit,Application_807098596,0.0,,,,,,,,
Obtained,User_113,W_Validate application,Workflow,Workitem_1938535399,start,2016-01-14 09:17:05.217000+00:00,Unknown,New credit,Application_807098596,0.0,,,,,,,,
statechange,User_113,A_Validating,Application,ApplState_24073925,complete,2016-01-14 09:17:06.053000+00:00,Unknown,New credit,Application_807098596,0.0,,,,,,,,
statechange,User_113,O_Returned,Offer,OfferState_310502491,complete,2016-01-14 09:17:15.217000+00:00,Unknown,New credit,Application_807098596,0.0,,,,,,,,Offer_1049067535
Released,User_113,W_Validate application,Workflow,Workitem_1369734917,suspend,2016-01-14 09:20:02.867000+00:00,Unknown,New credit,Application_807098596,0.0,,,,,,,,
Obtained,User_87,W_Validate application,Workflow,Workitem_167558581,resume,2016-01-14 09:59:33.926000+00:00,Unknown,New credit,Application_807098596,0.0,,,,,,,,
Released,User_87,W_Validate application,Workflow,Workitem_1362729040,suspend,2016-01-14 10:02:35.617000+00:00,Unknown,New credit,Application_807098596,0.0,,,,,,,,
Obtained,User_87,W_Validate application,Workflow,Workitem_870428237,resume,2016-01-14 10:41:43.891000+00:00,Unknown,New credit,Application_807098596,0.0,,,,,,,,
statechange,User_87,A_Denied,Application,ApplState_736541782,complete,2016-01-14 10:56:25.715000+00:00,Unknown,New credit,Application_807098596,0.0,,,,,,,,
statechange,User_87,O_Refused,Offer,OfferState_938177701,complete,2016-01-14 10:56:25.741000+00:00,Unknown,New credit,Application_807098596,0.0,,,,,,,,Offer_1049067535
Deleted,User_87,W_Validate application,Workflow,Workitem_1634902576,complete,2016-01-14 10:56:25.750000+00:00,Unknown,New credit,Application_807098596,0.0,,,,,,,,
Created,User_11,A_Create Application,Application,Application_1295329022,complete,2016-01-06 10:38:13.679000+00:00,Home improvement,New credit,Application_1295329022,12500.0,,,,,,,,
Created,User_11,W_Complete application,Workflow,Workitem_171644628,schedule,2016-01-06 10:38:13.694000+00:00,Home improvement,New credit,Application_1295329022,12500.0,,,,,,,,
Obtained,User_11,W_Complete application,Workflow,Workitem_680169670,start,2016-01-06 10:38:13.697000+00:00,Home improvement,New credit,Application_1295329022,12500.0,,,,,,,,
statechange,User_11,A_Concept,Application,ApplState_523193173,complete,2016-01-06 10:38:13.699000+00:00,Home improvement,New credit,Application_1295329022,12500.0,,,,,,,,
statechange,User_11,A_Accepted,Application,ApplState_1697494559,complete,2016-01-06 10:40:41.253000+00:00,Home improvement,New credit,Application_1295329022,12500.0,,,,,,,,
Created,User_11,O_Create Offer,Offer,Offer_1789087114,complete,2016-01-06 10:44:37.163000+00:00,Home improvement,New credit,Application_1295329022,12500.0,8118.0,88.0,True,175.54,False,0.0,12500.0,
statechange,User_11,O_Created,Offer,OfferState_940812560,complete,2016-01-06 10:44:38.586000+00:00,Home improvement,New credit,Application_1295329022,12500.0,,,,,,,,Offer_1789087114
statechange,User_11,O_Sent (mail and online),Offer,OfferState_921339367,complete,2016-01-06 10:44:53.969000+00:00,Home improvement,New credit,Application_1295329022,12500.0,,,,,,,,Offer_1789087114
Deleted,User_11,W_Complete application,Workflow,Workitem_1041413032,complete,2016-01-06 10:44:53.984000+00:00,Home improvement,New credit,Application_1295329022,12500.0,,,,,,,,
Created,User_11,W_Call after offers,Workflow,Workitem_556887428,schedule,2016-01-06 10:44:53.990000+00:00,Home improvement,New credit,Application_1295329022,12500.0,,,,,,,,
Obtained,User_11,W_Call after offers,Workflow,Workitem_1755522343,start,2016-01-06 10:44:53.992000+00:00,Home improvement,New credit,Application_1295329022,12500.0,,,,,,,,
statechange,User_11,A_Complete,Application,ApplState_1496331457,complete,2016-01-06 10:44:53.994000+00:00,Home improvement,New credit,Application_1295329022,12500.0,,,,,,,,
Released,User_11,W_Call after offers,Workflow,Workitem_1837044050,suspend,2016-01-06 10:48:28.271000+00:00,Home improvement,New credit,Application_1295329022,12500.0,,,,,,,,
Obtained,User_6,W_Call after offers,Workflow,Workitem_2023385782,resume,2016-01-08 08:54:39.502000+00:00,Home improvement,New credit,Application_1295329022,12500.0,,,,,,,,
Released,User_6,W_Call after offers,Workflow,Workitem_923855109,suspend,2016-01-08 08:54:53.015000+00:00,Home improvement,New credit,Application_1295329022,12500.0,,,,,,,,
Obtained,User_4,W_Call after offers,Workflow,Workitem_1309952806,resume,2016-01-08 16:44:17.641000+00:00,Home improvement,New credit,Application_1295329022,12500.0,,,,,,,,
Released,User_4,W_Call after offers,Workflow,Workitem_1085105892,suspend,2016-01-08 16:46:26.622000+00:00,Home improvement,New credit,Application_1295329022,12500.0,,,,,,,,
Obtained,User_4,W_Call after offers,Workflow,Workitem_932859397,resume,2016-01-08 16:55:12.751000+00:00,Home improvement,New credit,Application_1295329022,12500.0,,,,,,,,
Released,User_4,W_Call after offers,Workflow,Workitem_1272909326,suspend,2016-01-08 16:55:36.813000+00:00,Home improvement,New credit,Application_1295329022,12500.0,,,,,,,,
Obtained,User_4,W_Call after offers,Workflow,Workitem_948404341,resume,2016-01-08 16:55:52.391000+00:00,Home improvement,New credit,Application_1295329022,12500.0,,,,,,,,
Released,User_4,W_Call after offers,Workflow,Workitem_836973733,suspend,2016-01-08 16:58:49.161000+00:00,Home improvement,New credit,Application_1295329022,12500.0,,,,,,,,
Obtained,User_4,W_Call after offers,Workflow,Workitem_197680267,resume,2016-01-08 17:07:08.896000+00:00,Home improvement,New credit,Application_1295329022,12500.0,,,,,,,,
Released,User_4,W_Call after offers,Workflow,Workitem_869374516,suspend,2016-01-08 17:08:21.440000+00:00,Home improvement,New credit,Application_1295329022,12500.0,,,,,,,,
Obtained,User_43,W_Call after offers,Workflow,Workitem_1445374408,resume,2016-01-09 09:16:41.841000+00:00,Home improvement,New credit,Application_1295329022,12500.0,,,,,,,,
Released,User_43,W_Call after offers,Workflow,Workitem_645367354,suspend,2016-01-09 09:17:12.883000+00:00,Home improvement,New credit,Application_1295329022,12500.0,,,,,,,,
Obtained,User_44,W_Call after offers,Workflow,Workitem_404831501,resume,2016-01-09 15:58:33.111000+00:00,Home improvement,New credit,Application_1295329022,12500.0,,,,,,,,
Released,User_44,W_Call after offers,Workflow,Workitem_328937378,suspend,2016-01-09 15:58:37.218000+00:00,Home improvement,New credit,Application_1295329022,12500.0,,,,,,,,
Obtained,User_28,W_Call after offers,Workflow,Workitem_1831969618,resume,2016-01-11 08:14:13.092000+00:00,Home improvement,New credit,Application_1295329022,12500.0,,,,,,,,
Released,User_28,W_Call after offers,Workflow,Workitem_504713149,suspend,2016-01-11 08:14:20.846000+00:00,Home improvement,New credit,Application_1295329022,12500.0,,,,,,,,
Obtained,User_31,W_Call after offers,Workflow,Workitem_1331487567,resume,2016-01-11 11:42:01.081000+00:00,Home improvement,New credit,Application_1295329022,12500.0,,,,,,,,
Released,User_31,W_Call after offers,Workflow,Workitem_901948220,suspend,2016-01-11 11:42:07.294000+00:00,Home improvement,New credit,Application_1295329022,12500.0,,,,,,,,
Obtained,User_21,W_Call after offers,Workflow,Workitem_1222924871,resume,2016-01-11 11:43:57.131000+00:00,Home improvement,New credit,Application_1295329022,12500.0,,,,,,,,
Released,User_21,W_Call after offers,Workflow,Workitem_1089474183,suspend,2016-01-11 11:44:12.074000+00:00,Home improvement,New credit,Application_1295329022,12500.0,,,,,,,,
Created,User_10,O_Create Offer,Offer,Offer_123134032,complete,2016-01-11 12:46:52.467000+00:00,Home improvement,New credit,Application_1295329022,12500.0,11118.0,111.0,True,174.58,False,0.0,15500.0,
statechange,User_10,O_Created,Offer,OfferState_623295313,complete,2016-01-11 12:46:53.776000+00:00,Home improvement,New credit,Application_1295329022,12500.0,,,,,,,,Offer_123134032
statechange,User_10,O_Sent (mail and online),Offer,OfferState_2098296815,complete,2016-01-11 12:49:35.483000+00:00,Home improvement,New credit,Application_1295329022,12500.0,,,,,,,,Offer_123134032
Obtained,User_27,W_Call after offers,Workflow,Workitem_308235996,resume,2016-01-11 13:35:45.882000+00:00,Home improvement,New credit,Application_1295329022,12500.0,,,,,,,,
Released,User_27,W_Call after offers,Workflow,Workitem_13236702,suspend,2016-01-11 13:36:03.170000+00:00,Home improvement,New credit,Application_1295329022,12500.0,,,,,,,,
Obtained,User_27,W_Call after offers,Workflow,Workitem_1650732637,resume,2016-01-11 14:17:58.271000+00:00,Home improvement,New credit,Application_1295329022,12500.0,,,,,,,,
Released,User_27,W_Call after offers,Workflow,Workitem_415104903,suspend,2016-01-11 14:18:25.705000+00:00,Home improvement,New credit,Application_1295329022,12500.0,,,,,,,,
Obtained,User_9,W_Call after offers,Workflow,Workitem_717967633,resume,2016-01-12 11:05:30.431000+00:00,Home improvement,New credit,Application_1295329022,12500.0,,,,,,,,
Released,User_9,W_Call after offers,Workflow,Workitem_92013465,suspend,2016-01-12 11:05:53.278000+00:00,Home improvement,New credit,Application_1295329022,12500.0,,,,,,,,
Obtained,User_47,W_Call after offers,Workflow,Workitem_1681878260,resume,2016-01-12 11:18:14.797000+00:00,Home improvement,New credit,Application_1295329022,12500.0,,,,,,,,
Released,User_47,W_Call after offers,Workflow,Workitem_1239197660,suspend,2016-01-12 11:18:58.084000+00:00,Home improvement,New credit,Application_1295329022,12500.0,,,,,,,,
Obtained,User_13,W_Call after offers,Workflow,Workitem_1812527180,resume,2016-01-16 11:39:01.043000+00:00,Home improvement,New credit,Application_1295329022,12500.0,,,,,,,,
Released,User_13,W_Call after offers,Workflow,Workitem_1377516565,suspend,2016-01-16 11:39:29.655000+00:00,Home improvement,New credit,Application_1295329022,12500.0,,,,,,,,
Created,User_8,O_Create Offer,Offer,Offer_1607507870,complete,2016-01-29 10:54:28.992000+00:00,Home improvement,New credit,Application_1295329022,12500.0,8118.0,88.0,True,173.27,False,0.0,12500.0,
statechange,User_8,O_Created,Offer,OfferState_1112916588,complete,2016-01-29 10:54:33.826000+00:00,Home improvement,New credit,Application_1295329022,12500.0,,,,,,,,Offer_1607507870
Created,User_8,O_Create Offer,Offer,Offer_780107802,complete,2016-01-29 10:54:56.640000+00:00,Home improvement,New credit,Application_1295329022,12500.0,11118.0,111.0,True,173.15,False,0.0,15500.0,
statechange,User_8,O_Created,Offer,OfferState_1951218766,complete,2016-01-29 10:55:00.452000+00:00,Home improvement,New credit,Application_1295329022,12500.0,,,,,,,,Offer_780107802
statechange,User_8,O_Sent (mail and online),Offer,OfferState_1802604716,complete,2016-01-29 10:55:33.303000+00:00,Home improvement,New credit,Application_1295329022,12500.0,,,,,,,,Offer_780107802
statechange,User_8,O_Sent (mail and online),Offer,OfferState_1477896592,complete,2016-01-29 10:55:33.306000+00:00,Home improvement,New credit,Application_1295329022,12500.0,,,,,,,,Offer_1607507870
Created,User_85,O_Create Offer,Offer,Offer_1413251589,complete,2016-01-29 13:38:12.975000+00:00,Home improvement,New credit,Application_1295329022,12500.0,11118.0,111.0,True,173.15,False,0.0,15500.0,
statechange,User_85,O_Created,Offer,OfferState_1378896368,complete,2016-01-29 13:38:14.579000+00:00,Home improvement,New credit,Application_1295329022,12500.0,,,,,,,,Offer_1413251589
Created,User_85,O_Create Offer,Offer,Offer_2038591735,complete,2016-01-29 13:38:26.999000+00:00,Home improvement,New credit,Application_1295329022,12500.0,8118.0,88.0,True,173.27,False,0.0,12500.0,
statechange,User_85,O_Created,Offer,OfferState_129460192,complete,2016-01-29 13:38:28.708000+00:00,Home improvement,New credit,Application_1295329022,12500.0,,,,,,,,Offer_2038591735
statechange,User_85,O_Sent (mail and online),Offer,OfferState_486959843,complete,2016-01-29 13:38:44.720000+00:00,Home improvement,New credit,Application_1295329022,12500.0,,,,,,,,Offer_2038591735
statechange,User_85,O_Sent (mail and online),Offer,OfferState_1345603208,complete,2016-01-29 13:38:44.722000+00:00,Home improvement,New credit,Application_1295329022,12500.0,,,,,,,,Offer_1413251589
Created,User_2,O_Create Offer,Offer,Offer_674749218,complete,2016-02-01 14:55:16.231000+00:00,Home improvement,New credit,Application_1295329022,12500.0,11118.0,111.0,True,173.15,True,970.0,15500.0,
statechange,User_2,O_Created,Offer,OfferState_1721350622,complete,2016-02-01 14:55:17.845000+00:00,Home improvement,New credit,Application_1295329022,12500.0,,,,,,,,Offer_674749218
Created,User_2,O_Create Offer,Offer,Offer_1970962022,complete,2016-02-01 14:55:33.241000+00:00,Home improvement,New credit,Application_1295329022,12500.0,8118.0,88.0,True,173.27,False,0.0,12500.0,
statechange,User_2,O_Created,Offer,OfferState_669182794,complete,2016-02-01 14:55:36.125000+00:00,Home improvement,New credit,Application_1295329022,12500.0,,,,,,,,Offer_1970962022
statechange,User_2,O_Sent (mail and online),Offer,OfferState_174283268,complete,2016-02-01 14:56:02.035000+00:00,Home improvement,New credit,Application_1295329022,12500.0,,,,,,,,Offer_1970962022
statechange,User_2,O_Sent (mail and online),Offer,OfferState_355639461,complete,2016-02-01 14:56:02.040000+00:00,Home improvement,New credit,Application_1295329022,12500.0,,,,,,,,Offer_674749218
Deleted,User_119,W_Call after offers,Workflow,Workitem_1074245725,ate_abort,2016-02-16 08:24:45.504000+00:00,Home improvement,New credit,Application_1295329022,12500.0,,,,,,,,
Created,User_119,W_Validate application,Workflow,Workitem_1423793157,schedule,2016-02-16 08:24:45.511000+00:00,Home improvement,New credit,Application_1295329022,12500.0,,,,,,,,
Obtained,User_119,W_Validate application,Workflow,Workitem_1072554704,start,2016-02-16 08:24:45.513000+00:00,Home improvement,New credit,Application_1295329022,12500.0,,,,,,,,
statechange,User_119,A_Validating,Application,ApplState_2088025704,complete,2016-02-16 08:24:46.421000+00:00,Home improvement,New credit,Application_1295329022,12500.0,,,,,,,,
statechange,User_119,O_Returned,Offer,OfferState_345247376,complete,2016-02-16 08:25:01.292000+00:00,Home improvement,New credit,Application_1295329022,12500.0,,,,,,,,Offer_674749218
Released,User_119,W_Validate application,Workflow,Workitem_1650835867,suspend,2016-02-16 08:37:21.892000+00:00,Home improvement,New credit,Application_1295329022,12500.0,,,,,,,,
Obtained,User_4,W_Validate application,Workflow,Workitem_1921627585,resume,2016-02-16 10:12:25.715000+00:00,Home improvement,New credit,Application_1295329022,12500.0,,,,,,,,
Released,User_4,W_Validate application,Workflow,Workitem_39136074,suspend,2016-02-16 10:12:56.153000+00:00,Home improvement,New credit,Application_1295329022,12500.0,,,,,,,,
Deleted,User_102,W_Validate application,Workflow,Workitem_1928929917,ate_abort,2016-02-16 12:15:21.385000+00:00,Home improvement,New credit,Application_1295329022,12500.0,,,,,,,,
Created,User_102,W_Call incomplete files,Workflow,Workitem_96439449,schedule,2016-02-16 12:15:21.397000+00:00,Home improvement,New credit,Application_1295329022,12500.0,,,,,,,,
Obtained,User_102,W_Call incomplete files,Workflow,Workitem_492548726,start,2016-02-16 12:15:21.401000+00:00,Home improvement,New credit,Application_1295329022,12500.0,,,,,,,,
statechange,User_102,A_Incomplete,Application,ApplState_842287776,complete,2016-02-16 12:15:21.403000+00:00,Home improvement,New credit,Application_1295329022,12500.0,,,,,,,,
Released,User_102,W_Call incomplete files,Workflow,Workitem_142608900,suspend,2016-02-16 12:16:35.522000+00:00,Home improvement,New credit,Application_1295329022,12500.0,,,,,,,,
Obtained,User_49,W_Call incomplete files,Workflow,Workitem_813555538,resume,2016-02-16 16:14:24.313000+00:00,Home improvement,New credit,Application_1295329022,12500.0,,,,,,,,
Released,User_49,W_Call incomplete files,Workflow,Workitem_672640684,suspend,2016-02-16 16:15:41.682000+00:00,Home improvement,New credit,Application_1295329022,12500.0,,,,,,,,
Deleted,User_25,W_Call incomplete files,Workflow,Workitem_356592316,ate_abort,2016-02-16 16:19:12.994000+00:00,Home improvement,New credit,Application_1295329022,12500.0,,,,,,,,
Created,User_25,W_Validate application,Workflow,Workitem_1936095654,schedule,2016-02-16 16:19:13.002000+00:00,Home improvement,New credit,Application_1295329022,12500.0,,,,,,,,
Obtained,User_25,W_Validate application,Workflow,Workitem_1773251877,start,2016-02-16 16:19:13.005000+00:00,Home improvement,New credit,Application_1295329022,12500.0,,,,,,,,
statechange,User_25,A_Validating,Application,ApplState_217309206,complete,2016-02-16 16:19:13.077000+00:00,Home improvement,New credit,Application_1295329022,12500.0,,,,,,,,
Released,User_25,W_Validate application,Workflow,Workitem_1982025858,suspend,2016-02-16 16:20:55.674000+00:00,Home improvement,New credit,Application_1295329022,12500.0,,,,,,,,
statechange,User_118,O_Accepted,Offer,OfferState_1968814642,complete,2016-02-16 16:25:24.847000+00:00,Home improvement,New credit,Application_1295329022,12500.0,,,,,,,,Offer_674749218
statechange,User_118,A_Pending,Application,ApplState_692684212,complete,2016-02-16 16:25:24.851000+00:00,Home improvement,New credit,Application_1295329022,12500.0,,,,,,,,
Deleted,User_118,W_Validate application,Workflow,Workitem_1044318473,ate_abort,2016-02-16 16:25:24.869000+00:00,Home improvement,New credit,Application_1295329022,12500.0,,,,,,,,
statechange,User_118,O_Cancelled,Offer,OfferState_1243288552,complete,2016-02-16 16:25:24.884000+00:00,Home improvement,New credit,Application_1295329022,12500.0,,,,,,,,Offer_1970962022
statechange,User_118,O_Cancelled,Offer,OfferState_1963485230,complete,2016-02-16 16:25:24.893000+00:00,Home improvement,New credit,Application_1295329022,12500.0,,,,,,,,Offer_2038591735
statechange,User_118,O_Cancelled,Offer,OfferState_81711482,complete,2016-02-16 16:25:24.902000+00:00,Home improvement,New credit,Application_1295329022,12500.0,,,,,,,,Offer_1413251589
statechange,User_118,O_Cancelled,Offer,OfferState_267899079,complete,2016-02-16 16:25:24.911000+00:00,Home improvement,New credit,Application_1295329022,12500.0,,,,,,,,Offer_780107802
statechange,User_118,O_Cancelled,Offer,OfferState_817219800,complete,2016-02-16 16:25:24.920000+00:00,Home improvement,New credit,Application_1295329022,12500.0,,,,,,,,Offer_1607507870
statechange,User_118,O_Cancelled,Offer,OfferState_714214160,complete,2016-02-16 16:25:24.929000+00:00,Home improvement,New credit,Application_1295329022,12500.0,,,,,,,,Offer_123134032
statechange,User_118,O_Cancelled,Offer,OfferState_370565265,complete,2016-02-16 16:25:24.938000+00:00,Home improvement,New credit,Application_1295329022,12500.0,,,,,,,,Offer_1789087114
Created,User_1,A_Create Application,Application,Application_1699815319,complete,2016-01-06 10:40:55.784000+00:00,Car,New credit,Application_1699815319,10000.0,,,,,,,,
statechange,User_1,A_Submitted,Application,ApplState_800175295,complete,2016-01-06 10:40:55.835000+00:00,Car,New credit,Application_1699815319,10000.0,,,,,,,,
Created,User_1,W_Handle leads,Workflow,Workitem_360864884,schedule,2016-01-06 10:40:56.622000+00:00,Car,New credit,Application_1699815319,10000.0,,,,,,,,
Deleted,User_1,W_Handle leads,Workflow,Workitem_1138325281,withdraw,2016-01-06 10:42:21.954000+00:00,Car,New credit,Application_1699815319,10000.0,,,,,,,,
Created,User_1,W_Complete application,Workflow,Workitem_1858764037,schedule,2016-01-06 10:42:21.979000+00:00,Car,New credit,Application_1699815319,10000.0,,,,,,,,
statechange,User_1,A_Concept,Application,ApplState_1214917639,complete,2016-01-06 10:42:21.996000+00:00,Car,New credit,Application_1699815319,10000.0,,,,,,,,
Obtained,User_49,W_Complete application,Workflow,Workitem_224812585,start,2016-01-07 11:10:46.742000+00:00,Car,New credit,Application_1699815319,10000.0,,,,,,,,
Released,User_49,W_Complete application,Workflow,Workitem_77126741,suspend,2016-01-07 11:15:14.771000+00:00,Car,New credit,Application_1699815319,10000.0,,,,,,,,
Obtained,User_108,W_Complete application,Workflow,Workitem_477507490,resume,2016-01-07 19:06:39.583000+00:00,Car,New credit,Application_1699815319,10000.0,,,,,,,,
statechange,User_108,A_Accepted,Application,ApplState_102918416,complete,2016-01-07 19:17:40.879000+00:00,Car,New credit,Application_1699815319,10000.0,,,,,,,,
Created,User_108,O_Create Offer,Offer,Offer_2115948768,complete,2016-01-07 19:18:55.325000+00:00,Car,New credit,Application_1699815319,10000.0,0.0,22.0,False,500.0,True,1070.0,10000.0,
statechange,User_108,O_Created,Offer,OfferState_1648352157,complete,2016-01-07 19:18:56.587000+00:00,Car,New credit,Application_1699815319,10000.0,,,,,,,,Offer_2115948768
statechange,User_108,O_Sent (mail and online),Offer,OfferState_75964671,complete,2016-01-07 19:19:29.733000+00:00,Car,New credit,Application_1699815319,10000.0,,,,,,,,Offer_2115948768
Deleted,User_108,W_Complete application,Workflow,Workitem_726347049,complete,2016-01-07 19:19:29.748000+00:00,Car,New credit,Application_1699815319,10000.0,,,,,,,,
Created,User_108,W_Call after offers,Workflow,Workitem_1438441533,schedule,2016-01-07 19:19:29.755000+00:00,Car,New credit,Application_1699815319,10000.0,,,,,,,,
Obtained,User_108,W_Call after offers,Workflow,Workitem_2097884717,start,2016-01-07 19:19:29.757000+00:00,Car,New credit,Application_1699815319,10000.0,,,,,,,,
statechange,User_108,A_Complete,Application,ApplState_1556413627,complete,2016-01-07 19:19:29.759000+00:00,Car,New credit,Application_1699815319,10000.0,,,,,,,,
Released,User_108,W_Call after offers,Workflow,Workitem_1408814831,suspend,2016-01-07 19:23:09.158000+00:00,Car,New credit,Application_1699815319,10000.0,,,,,,,,
Obtained,User_28,W_Call after offers,Workflow,Workitem_422818689,resume,2016-01-11 11:42:59.953000+00:00,Car,New credit,Application_1699815319,10000.0,,,,,,,,
Released,User_28,W_Call after offers,Workflow,Workitem_1920618070,suspend,2016-01-11 11:43:29.354000+00:00,Car,New credit,Application_1699815319,10000.0,,,,,,,,
Deleted,User_117,W_Call after offers,Workflow,Workitem_1442673098,ate_abort,2016-01-14 11:08:22.170000+00:00,Car,New credit,Application_1699815319,10000.0,,,,,,,,
Created,User_117,W_Validate application,Workflow,Workitem_1653353874,schedule,2016-01-14 11:08:22.181000+00:00,Car,New credit,Application_1699815319,10000.0,,,,,,,,
Obtained,User_117,W_Validate application,Workflow,Workitem_1872714183,start,2016-01-14 11:08:22.183000+00:00,Car,New credit,Application_1699815319,10000.0,,,,,,,,
statechange,User_117,A_Validating,Application,ApplState_1130267419,complete,2016-01-14 11:08:23.305000+00:00,Car,New credit,Application_1699815319,10000.0,,,,,,,,
